echeance,strike,type,T,forward,log_moneyness,iv_calculee,variance_totale,gardee,raison_rejet
20260703,6500.0,P,0.043835616438356165,6296.320356607828,0.03183678451936387,0.0723,0.00022914147945205483,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6525.0,C,0.043835616438356165,6296.320356607828,0.035675560826529416,0.1205,0.000636504109589041,True,ok
20260703,6525.0,P,0.043835616438356165,6296.320356607828,0.035675560826529416,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6550.0,C,0.043835616438356165,6296.320356607828,0.03949965726493294,0.12,0.0006312328767123287,True,ok
20260703,6550.0,P,0.043835616438356165,6296.320356607828,0.03949965726493294,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6575.0,C,0.043835616438356165,6296.320356607828,0.04330918568160071,0.1205,0.000636504109589041,True,ok
20260703,6575.0,P,0.043835616438356165,6296.320356607828,0.04330918568160071,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260703,6600.0,C,0.043835616438356165,6296.320356607828,0.047104256650152186,0.1206,0.0006375609863013698,True,ok
20260703,6600.0,P,0.043835616438356165,6296.320356607828,0.047104256650152186,,,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6000.0,C,0.06301369863013699,6296.086899287888,-0.048168844092921916,0.1852,0.002161309369863014,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6000.0,P,0.06301369863013699,6296.086899287888,-0.048168844092921916,0.165,0.0017155479452054798,True,ok
20260710,6025.0,C,0.06301369863013699,6296.086899287888,-0.04401083394425832,0.1799,0.0020393759726027396,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6025.0,P,0.06301369863013699,6296.086899287888,-0.04401083394425832,0.1612,0.001637438684931507,True,ok
20260710,6050.0,C,0.06301369863013699,6296.086899287888,-0.03987004127822689,0.175,0.0019297945205479451,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6050.0,P,0.06301369863013699,6296.086899287888,-0.03987004127822689,0.1578,0.0015690940273972603,True,ok
20260710,6075.0,C,0.06301369863013699,6296.086899287888,-0.0357463240943648,0.171,0.0018425835616438359,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6075.0,P,0.06301369863013699,6296.086899287888,-0.0357463240943648,0.1545,0.0015041527397260275,True,ok
20260710,6100.0,C,0.06301369863013699,6296.086899287888,-0.031639542141711365,0.1663,0.0017426873150684934,False,rejet_ITM (on garde l'OTM a ce strike)
20260710,6100.0,P,0.06301369863013699,6296.086899287888,-0.031639542141711365,0.1511,0.0014386789863013703,True,ok
20260710,6125.0,C,0.06301369863013699,6296.086899287888,-0.02754955689018633,0.1622,0.0016578173150684934,False,rejet_ITM (on garde l'OTM a ce strike)
